record_id,source_database,search_date,is_preprint,title,authors,year,venue,doi,url,content_type,phase1_identified,phase2_dedup_status,phase3_title_decision,phase3_title_reason,abstract_source,phase4_abstract_decision,phase4_abstract_reason,phase4_ic_met,phase4_ec_triggered,phase5_fulltext_decision,phase5_ec_triggered,phase5_decision_reviewed,phase5_fulltext_reason,phase6_qa_total_score,phase6_qa_meets_threshold,phase7_final_decision
R0323,ScienceDirect,2026-07-06,False,FileTrust: A blockchain-based auditable backup solution for IoT-driven environments,Mohammadali Farahpoor and Mina Namazi and Miguel Soriano and Oscar Esparza,2026,Ad Hoc Networks,10.1016/j.adhoc.2026.104327,https://www.sciencedirect.com/science/article/pii/S1570870526001939,article,Yes,Unique,Passed,,,Rejected,The paper focuses on blockchain-based backup and data integrity for IoT environments but does not propose or evaluate an intrusion detection or anomaly detection system.,,EC2,,,,,,,Excluded
R0325,ScienceDirect,2026-07-06,False,PT-TrafficAnalyzer: A weighted ensemble prediction tree for IoT attack detection,Recep Sinan Arslan,2026,Internet of Things,10.1016/j.iot.2026.101874,https://www.sciencedirect.com/science/article/pii/S2542660526000041,article,Yes,Unique,Passed,,,Rejected,Paper addresses generic IoT networks without specific focus on IoMT/healthcare domain (EC1) and uses purely supervised ensemble approach without unsupervised anomaly detection component (EC3).,IC2,EC1,,,,,,,Excluded
R0326,ScienceDirect,2026-07-06,False,Real-time anomaly detection and blocking in IoT networks using NFQUEUE and priority queue with dashboard monitoring,Harsada K. and K. Sritha Manasa and V. Tanay Darshan and S. Sai Tejesh Reddy and S. Manimaran,2026,Pervasive and Mobile Computing,10.1016/j.pmcj.2026.102265,https://www.sciencedirect.com/science/article/pii/S1574119226001069,article,Yes,Unique,Passed,,,Rejected,"The paper addresses generic IoT networks without specifying IoMT/healthcare domain, failing to meet IC1.",IC2,EC1,,,,,,,Excluded
R0327,ScienceDirect,2026-07-06,False,Collaborative device-level botnet detection for internet of things,Muhammad Hassan Nasir and Junaid Arshad and Muhammad Mubashir Khan,2023,Computers & Security,10.1016/j.cose.2023.103172,https://www.sciencedirect.com/science/article/pii/S0167404823000822,article,Yes,Unique,Passed,,,Rejected,This paper uses purely signature-based detection (supervised classification) without an unsupervised anomaly detection component in a hybrid architecture.,IC2,EC3,,,,,,,Excluded
R0328,ScienceDirect,2026-07-06,False,Optimized face detector-based intelligent face mask detection model in IoT using deep learning approach,Raghda Awad Shaban Naseri and Ayça Kurnaz and Hameed Mutlag Farhan,2023,Applied Soft Computing,10.1016/j.asoc.2022.109933,https://www.sciencedirect.com/science/article/pii/S1568494622009826,article,Yes,Unique,Passed,,,Rejected,The paper focuses on face mask detection in IoMT using hybrid deep learning but does not address intrusion detection or anomaly detection for cybersecurity purposes.,IC1,EC2,,,,,,,Excluded
R0329,ScienceDirect,2026-07-06,False,Enhancing IoT Resilience at the Edge: A Resource-Efficient Framework for Real-Time Anomaly Detection in Streaming Data,Kirubavathi G. and Arjun Pulliyasseri and Aswathi Rajesh and Amal Ajayan and Sultan Alfarhood and Mejdl Safran and Meshal Alfarhood and Jungpil Shin,2025,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2025.065698,https://www.sciencedirect.com/science/article/pii/S1526149225001948,article,Yes,Unique,Passed,,,Rejected,"The paper addresses generic IoT/IIoT/TMoT domains without specific focus on IoMT or healthcare, and uses only unsupervised methods (PCA + Z-score) without a supervised classification stage.",IC2,EC1,,,,,,,Excluded
R0330,ScienceDirect,2026-07-06,False,Self-Supervised Pre-trained Neural Network Models for Large-Scale Social Media Event Detection Tasks,Ashu Nayak and Omprakash Dewangan,2026,Procedia Computer Science,10.1016/j.procs.2026.01.030,https://www.sciencedirect.com/science/article/pii/S187705092600030X,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on social media event detection for political upheavals and natural disasters, not IoMT/healthcare domain intrusion detection.",,EC5,,,,,,,Excluded
R0331,ScienceDirect,2026-07-06,False,Fog-cloud based intrusion detection system using Recurrent Neural Networks and feature selection for IoT networks,Naeem Firdous Syed and Mengmeng Ge and Zubair Baig,2023,Computer Networks,10.1016/j.comnet.2023.109662,https://www.sciencedirect.com/science/article/pii/S138912862300107X,article,Yes,Unique,Passed,,,Rejected,The paper proposes a purely supervised deep learning approach (RNN/LSTM) without any unsupervised anomaly detection component in a hybrid architecture.,IC2,EC3,,,,,,,Excluded
R0332,ScienceDirect,2026-07-06,False,Artificial intelligence-based healthcare cybersecurity system with blockchain: modified parallel convolutional neural network for attack detection,Swarooparani Kolsur and Sridevi Hosmani,2025,Medicine in Novel Technology and Devices,10.1016/j.medntd.2025.100412,https://www.sciencedirect.com/science/article/pii/S2590093525000633,article,Yes,Unique,Passed,,,Rejected,The paper uses only a supervised deep learning model (modified PCNN) for attack detection without any unsupervised anomaly detection component in a hybrid architecture.,"IC1, IC2",EC3,,,,,,,Excluded
R0333,ScienceDirect,2026-07-06,False,A novel host-based intrusion detection approach leveraging audit logs,Jiaqing Jiang and Hongyang Chu and Donghai Tian,2026,Future Generation Computer Systems,10.1016/j.future.2025.107995,https://www.sciencedirect.com/science/article/pii/S0167739X25002900,article,Yes,Unique,Passed,,,Rejected,"Paper focuses on host-based intrusion detection for general cyber attacks (APT, LoTL) without addressing IoMT, medical IoT, or healthcare-specific environments.",IC2,EC1,,,,,,,Excluded
R0334,ScienceDirect,2026-07-06,False,Adaptive Diffusion Markov-Enhanced GCN with LLM Explanations for IoT Attack Detection,Safa Ben Atitallah and Maha Driss and Arwa Alsehibani and Wadii Boulila,2025,Procedia Computer Science,10.1016/j.procs.2025.09.526,https://www.sciencedirect.com/science/article/pii/S1877050925031990,article,Yes,Unique,Passed,,,Rejected,The paper proposes a purely supervised GNN-based classification model (AD-MGCN) without any unsupervised anomaly detection component in a hybrid architecture.,IC2,EC3,,,,,,,Excluded
R0335,ScienceDirect,2026-07-06,False,Edge AI for Internet of Medical Things: A literature review,Atslands Rocha and Matheus Monteiro and César Mattos and Madson Dias and Jorge Soares and Regis Magalhães and José Macedo,2024,Computers and Electrical Engineering,10.1016/j.compeleceng.2024.109202,https://www.sciencedirect.com/science/article/pii/S0045790624001307,article,Yes,Unique,Passed,,,Rejected,This is a literature review on Edge AI for IoMT without proposing or evaluating a specific hybrid IDS architecture combining unsupervised and supervised methods.,IC1,EC2,,,,,,,Excluded
R0336,ScienceDirect,2026-07-06,False,Autonomous robotics computer-vision based framework for intelligent remote patient monitoring in health care,Siham Beloualid and Ilham Morino and Abderrahim Bajit and Hamza Benzzine and Salma Sahl and Hicham Essamri,2026,Results in Engineering,10.1016/j.rineng.2026.109397,https://www.sciencedirect.com/science/article/pii/S2590123026004378,article,Yes,Unique,Passed,,,Rejected,Paper focuses on patient monitoring infrastructure using robotics and computer vision but does not propose or evaluate any intrusion detection or anomaly detection system for cybersecurity threats.,IC1,EC2,,,,,,,Excluded
R0337,ScienceDirect,2026-07-06,False,Distance-based feature selection using Benford’s law for malware detection,Pedro Fernandes and Séamus {Ó Ciardhuáin} and Mário Antunes,2025,Computers & Security,10.1016/j.cose.2025.104625,https://www.sciencedirect.com/science/article/pii/S0167404825003141,article,Yes,Unique,Passed,,,Rejected,The paper focuses on malware detection in generic computer networks and Android devices without addressing IoMT or healthcare environments.,,EC1,,,,,,,Excluded
R0339,ScienceDirect,2026-07-06,False,Efficient medical image encryption and attack detection using hyperchaotic fibonacci polynomial convolutional neural network in IoT healthcare networks,Bhumireddypalli Veerasekharreddy and P. Chinniah and P. Varaprasada Rao and Krishna Prakash Arunachalam,2025,Neurocomputing,10.1016/j.neucom.2025.131537,https://www.sciencedirect.com/science/article/pii/S092523122502209X,article,Yes,Unique,Passed,,,Rejected,The paper focuses on medical image encryption and attack detection using CNN classification without any unsupervised anomaly detection component in the architecture.,"IC1, IC2",EC3,,,,,,,Excluded
R0340,ScienceDirect,2026-07-06,False,Hybrid of anomaly-based and specification-based IDS for Internet of Things using unsupervised OPF based on MapReduce approach,Hamid Bostani and Mansour Sheikhan,2017,Computer Communications,10.1016/j.comcom.2016.12.001,https://www.sciencedirect.com/science/article/pii/S0140366416306387,article,Yes,Unique,Passed,,,Rejected,"The paper addresses general IoT networks in a smart-city scenario without specific focus on IoMT, medical IoT, or healthcare environments (EC1).","IC2, IC3",EC1,,,,,,,Excluded
R0341,ScienceDirect,2026-07-06,False,A multilayered deep learning framework for cyber attack detection and mitigation in a heterogeneous IIoT ecosystem,Arshad Iqbal and Sohail Asghar and Manzoor Ilahi Tamimy,2026,Journal of Information Security and Applications,10.1016/j.jisa.2025.104301,https://www.sciencedirect.com/science/article/pii/S2214212625003382,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on IIoT (Industrial IoT) rather than IoMT/healthcare environments, failing to meet IC1.",IC2,EC1,,,,,,,Excluded
R0342,ScienceDirect,2026-07-06,False,XAI-Enhanced adversarial resilient deep learning framework for transparent and secure edge deployment in consumer Internet of Things/Industrial Internet of Things environments,Yakub Kayode Saheed and Joshua Ebere Chukwuere,2026,Computers and Electrical Engineering,10.1016/j.compeleceng.2026.111080,https://www.sciencedirect.com/science/article/pii/S0045790626001527,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on CIoT/IIoT environments rather than IoMT/healthcare IoT, triggering EC1.",IC2,EC1,,,,,,,Excluded
R0343,ScienceDirect,2026-07-06,False,Lightweight data security system for resource-constrained IIoT devices,Chimeremma Sandra Amadi and Simeon Okechukwu Ajakwe and Chigozie Athanasius Nnadiekwe and Jun Taesoo,2026,Franklin Open,10.1016/j.fraope.2026.100585,https://www.sciencedirect.com/science/article/pii/S2773186326001015,article,Yes,Unique,Passed,,,Rejected,"The paper addresses IIoT (Industrial IoT) rather than IoMT/healthcare IoT, and uses a single supervised CNN-LSTM model without an unsupervised anomaly detection component in a hybrid architecture.",IC2,EC1,,,,,,,Excluded
R0345,ScienceDirect,2026-07-06,False,Improving adversarial resilience for anomaly detection in the heterogeneous internet of things through ensemble models,U.E. Abiha and A. Rehman and A. Abbas and M.A. Haider and F.A.M. Al-Yarimi and M.U. Gul and S.R. Hassan,2026,Future Generation Computer Systems,10.1016/j.future.2025.108299,https://www.sciencedirect.com/science/article/pii/S0167739X2500593X,article,Yes,Unique,Passed,,,Rejected,"The paper addresses generic IoT environments without specific focus on IoMT/healthcare domain (EC1), and uses only DS2OS and Bot-IoT datasets which are not IoMT-specific.","IC2, IC3",EC1,,,,,,,Excluded
R0346,ScienceDirect,2026-07-06,False,Securing IoT and SDN systems using deep-learning based automatic intrusion detection,Rania A. Elsayed and Reem A. Hamada and Mahmoud I. Abdalla and Shaimaa Ahmed Elsaid,2023,Ain Shams Engineering Journal,10.1016/j.asej.2023.102211,https://www.sciencedirect.com/science/article/pii/S2090447923001004,article,Yes,Unique,Passed,,,Rejected,The paper proposes a purely supervised deep learning approach (improved LSTM) without any unsupervised anomaly detection component in a hybrid architecture.,"IC1, IC2",EC3,,,,,,,Excluded
R0347,ScienceDirect,2026-07-06,False,"Quantum computing in image encryption: A comprehensive survey of methods, challenges, and future directions",Anup Kumar and Om Prakash Singh and Sharbani Purkayastha,2026,Journal of Information Security and Applications,10.1016/j.jisa.2026.104452,https://www.sciencedirect.com/science/article/pii/S2214212626000827,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on quantum image encryption in general domains (healthcare, defense, finance) without addressing IoMT/medical IoT environments or intrusion detection systems.",,EC5,,,,,,,Excluded
R0348,ScienceDirect,2026-07-06,False,Enhancing the security in IoT and IIoT networks: An intrusion detection scheme leveraging deep transfer learning,Basharat Ahmad and Zhaoliang Wu and Yongfeng Huang and Sadaqat Ur Rehman,2024,Knowledge-Based Systems,10.1016/j.knosys.2024.112614,https://www.sciencedirect.com/science/article/pii/S0950705124012486,article,Yes,Unique,Passed,,,Rejected,"The paper addresses IIoT/IoT intrusion detection using deep transfer learning with CNN and ensemble methods, but does not describe a hybrid architecture combining unsupervised anomaly detection with supervised classification.",IC2,EC3,,,,,,,Excluded
R0350,ScienceDirect,2026-07-06,False,NeuroChain Sentinel: A Brain-Inspired Anomaly Detection System Using Spiking Neural Networks for Zero-Day Threat Identification in Blockchain Networks,Shoeb Ali Syed and Zohaib Mushtaq and Akbare Yaqub and Saifur Rahman and Muhammad Irfan and Saleh Al Dawsari,2026,"Computers, Materials and Continua",10.32604/cmc.2026.076869,https://www.sciencedirect.com/science/article/pii/S1546221826004182,article,Yes,Unique,Passed,,,Rejected,"Paper focuses on blockchain network security rather than IoMT/healthcare domain, triggering exclusion criterion EC1.",,EC1,,,,,,,Excluded
R0351,ScienceDirect,2026-07-06,False,On-device learning based vulnerability detection in IoT environment,Hongping Li and Shan Cang Li and Geyong Min,2025,Journal of Industrial Information Integration,10.1016/j.jii.2025.100900,https://www.sciencedirect.com/science/article/pii/S2452414X25001232,article,Yes,Unique,Passed,,,Rejected,The paper focuses on binary neural networks for vulnerability detection in generic IoT without addressing IoMT/healthcare domain (EC1) and does not employ a hybrid architecture combining unsupervised anomaly detection with supervised classification (EC3).,IC2,EC1,,,,,,,Excluded
R0352,ScienceDirect,2026-07-06,False,Privacy-Preserving Strategies in the Internet of Medical Things Using Reinforcement Learning and Blockchain,Dounia Doha and Ping Guo and Wenfeng Liang,2025,Intelligent Computing,10.34133/icomputing.0133,https://www.sciencedirect.com/science/article/pii/S2771589225000050,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on privacy-preserving strategies using reinforcement learning and blockchain for IoMT security, but does not propose or evaluate an intrusion/anomaly detection system with a hybrid architecture combining unsupervised and supervised methods.",IC1,EC2,,,,,,,Excluded
R0353,ScienceDirect,2026-07-06,False,Hybrid AES model with elliptic curve and ID based key generation for IOT in telemedicine,Arasada Subashini and P. {Kanaka Raju},2023,Measurement: Sensors,10.1016/j.measen.2023.100824,https://www.sciencedirect.com/science/article/pii/S2665917423001605,article,Yes,Unique,Passed,,,Rejected,The paper focuses on cryptographic data security and encryption for IoMT telemedicine rather than intrusion detection or anomaly detection systems.,IC1,EC2,,,,,,,Excluded
R0354,ScienceDirect,2026-07-06,False,FLIT: Federated ledger and intelligence for trust-bootstrapping in the Internet of Medical Things,Debashis Das and Sourav Banerjee and Debashis De,2026,Expert Systems with Applications,10.1016/j.eswa.2025.129916,https://www.sciencedirect.com/science/article/pii/S0957417425035316,article,Yes,Unique,Passed,,,Rejected,The paper focuses on federated learning and blockchain for secure data sharing in IoMT but does not address intrusion detection or anomaly detection systems.,IC1,EC2,,,,,,,Excluded
R0355,ScienceDirect,2026-07-06,False,MAD-ANET: Malware Detection Using Attention-Based Deep Neural Networks,Waleed Khalid Al-Ghanem and Emad Ul Haq Qazi and Tanveer Zia and Muhammad Hamza Faheem and Muhammad Imran and Iftikhar Ahmad,2025,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2025.058352,https://www.sciencedirect.com/science/article/pii/S1526149225000712,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on generic malware detection in computer systems with no mention of IoMT, medical IoT, or healthcare environments.",,EC1,,,,,,,Excluded
R0356,ScienceDirect,2026-07-06,False,Healthcare data security research in the digital age (1995–2025): a bibliometric study,Zhe Wang and Yuqi Jiang,2026,Safety Science,10.1016/j.ssci.2026.107293,https://www.sciencedirect.com/science/article/pii/S0925753526001840,article,Yes,Unique,Passed,,,Rejected,"This is a bibliometric meta-study reviewing the literature on healthcare data security, not proposing or evaluating an intrusion detection system.",,EC2,,,,,,,Excluded
R0357,ScienceDirect,2026-07-06,False,PRISM-IIoT: A holistic approach for privacy preservation in industrial IoT using advanced cryptography and blockchain-enabled auditability framework,Rakesh Kumar Mahendran and Arafat Khan and Fasee Ullah and Farman Ali and Ahmad Ali AlZubi,2025,Alexandria Engineering Journal,10.1016/j.aej.2025.07.027,https://www.sciencedirect.com/science/article/pii/S1110016825008506,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on Industrial IoT (IIoT) with manufacturing, energy, and general industry sectors rather than specifically addressing IoMT/healthcare IoT environments.",,EC1,,,,,,,Excluded
R0358,ScienceDirect,2026-07-06,False,Optimized dual access control for cloud-based data storage and distribution using global-context residual recurrent neural network,Shaik Mohammad Rafi and R Yogesh and M Sriram,2025,Computers & Security,10.1016/j.cose.2024.104183,https://www.sciencedirect.com/science/article/pii/S0167404824004887,article,Yes,Unique,Passed,,,Rejected,"The paper addresses cloud-based data storage and email security rather than IoMT/healthcare IoT environments, and does not involve hybrid intrusion detection combining unsupervised anomaly detection with supervised classification.",,EC1,,,,,,,Excluded
R0359,ScienceDirect,2026-07-06,False,Cardiocipherchain: Blockchain-based secure cardiovascular disease detection using cardiodeepnet and meta-heuristic optimization algorithms,C. {Adline Sherifa} and B. Kanisha,2026,Biomedical Signal Processing and Control,10.1016/j.bspc.2025.109253,https://www.sciencedirect.com/science/article/pii/S1746809425017641,article,Yes,Unique,Passed,,,Rejected,The paper focuses on cardiovascular disease detection using deep learning and blockchain but does not propose an intrusion detection or anomaly detection system for IoMT networks.,,EC2,,,,,,,Excluded
R0360,ScienceDirect,2026-07-06,False,A new two-phase intrusion detection system with Naïve Bayes machine learning for data classification and elliptic envelop method for anomaly detection,Monika Vishwakarma and Nishtha Kesswani,2023,Decision Analytics Journal,10.1016/j.dajour.2023.100233,https://www.sciencedirect.com/science/article/pii/S2772662223000735,article,Yes,Unique,Passed,,,Rejected,"The paper proposes a two-phase IDS for generic IoT using Naive Bayes classification followed by elliptic envelope anomaly detection, but does not specifically address IoMT, medical IoT, or healthcare network environments.","IC2, IC3",EC1,,,,,,,Excluded
R0361,ScienceDirect,2026-07-06,False,Multi-layer privacy-preserving framework for secure cloud-based healthcare data management,S. Muthuvel and S. Priya and K. {Sampath Kumar},2026,Biomedical Signal Processing and Control,10.1016/j.bspc.2026.110373,https://www.sciencedirect.com/science/article/pii/S1746809426009274,article,Yes,Unique,Passed,,,Rejected,The paper focuses on privacy-preserving encryption and access control for cloud-based healthcare data management without addressing IoMT network intrusion detection or combining unsupervised anomaly detection with supervised classification.,,EC2,,,,,,,Excluded
R0362,ScienceDirect,2026-07-06,False,LSO-CSL: Light spectrum optimizer-based convolutional stacked long short term memory for attack detection in IoT-based healthcare applications,Thiyagu Thulasi and Krishnaveni Sivamohan,2023,Expert Systems with Applications,10.1016/j.eswa.2023.120772,https://www.sciencedirect.com/science/article/pii/S0957417423012745,article,Yes,Unique,Passed,,,Rejected,The paper proposes a purely supervised deep learning architecture (CNN-stacked LSTM) without any unsupervised anomaly detection component in a hybrid cascade or ensemble design.,"IC1, IC2",EC3,,,,,,,Excluded
R0363,ScienceDirect,2026-07-06,False,Sin-Cos-bIAVOA: A new feature selection method based on improved African vulture optimization algorithm and a novel transfer function to DDoS attack detection,Zakieh Sharifian and Behrang Barekatain and Alfonso Ariza Quintana and Zahra Beheshti and Faramarz Safi-Esfahani,2023,Expert Systems with Applications,10.1016/j.eswa.2023.120404,https://www.sciencedirect.com/science/article/pii/S0957417423009065,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on feature selection using a metaheuristic optimization algorithm with a single supervised classifier (GFRNN) for DDoS detection in general IoT networks, without combining unsupervised anomaly detection with supervised classification in a hybrid architecture.",IC2,EC3,,,,,,,Excluded
R0364,ScienceDirect,2026-07-06,False,SBGE-A: A self-boundary modeling and gene evolution-based anomaly detection approach for IIoT,Qiyu Chen and Yong Liu and Tao Yang and Hongli Deng and Dongmei Li and Jiangjin Gao,2026,Applied Soft Computing,10.1016/j.asoc.2026.115041,https://www.sciencedirect.com/science/article/pii/S1568494626004898,article,Yes,Unique,Passed,,,Rejected,"The paper targets Industrial IoT (IIoT) rather than IoMT/healthcare IoT environments, triggering exclusion criterion EC1.",IC2,EC1,,,,,,,Excluded
R0365,ScienceDirect,2026-07-06,False,Self-Supervised Wav2Vec Representations Integrated with Transformers for Speech-to-Text Applications,Mohammed Hameed {Ahmed AlTaei} and Mohamed Fadlalla {Elhaj Hamad} and Omar {Al Hashimi} and Ameer Hakim Samawi,2026,Procedia Computer Science,10.1016/j.procs.2026.01.064,https://www.sciencedirect.com/science/article/pii/S1877050926000645,article,Yes,Unique,Passed,,,Rejected,"The paper addresses automatic speech recognition (ASR) for telemedicine applications, not intrusion detection or anomaly detection for IoMT networks.",,EC2,,,,,,,Excluded
R0366,ScienceDirect,2026-07-06,False,"Emerging 0D, 1D, 2D, and 3D nanostructures for efficient point-of-care biosensing",Manisha Byakodi and Narlawar Sagar Shrikrishna and Riya Sharma and Shekhar Bhansali and Yogendra Mishra and Ajeet Kaushik and Sonu Gandhi,2022,Biosensors and Bioelectronics: X,10.1016/j.biosx.2022.100284,https://www.sciencedirect.com/science/article/pii/S2590137022001777,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on biosensing technology and nanomaterials for point-of-care diagnostics, not on intrusion detection or anomaly detection systems for IoMT networks.",,EC2,,,,,,,Excluded
R0367,ScienceDirect,2026-07-06,False,Federated LSTM autoencoders for time series anomaly detection in production-scale HPC systems,Emmen Farooq and Michela Milano and Andrea Borghesi,2026,Knowledge-Based Systems,10.1016/j.knosys.2025.115043,https://www.sciencedirect.com/science/article/pii/S0950705125020817,article,Yes,Unique,Passed,,,Rejected,The paper addresses HPC systems (high-performance computing/supercomputers) rather than IoMT/healthcare domain environments.,,EC1,,,,,,,Excluded
R0368,ScienceDirect,2026-07-06,False,A lightweight IoT–edge–cloud framework for Healthcare Internet of Things,Cephas Iko-Ojo Gabriel and Randhir Kumar and Prabhat Kumar,2026,Ad Hoc Networks,10.1016/j.adhoc.2026.104226,https://www.sciencedirect.com/science/article/pii/S1570870526000922,article,Yes,Unique,Passed,,,Rejected,"The paper proposes a Healthcare IoT framework for disease detection (monkeypox) using transfer learning and edge-cloud inference, but does not describe any intrusion detection or anomaly detection system.",IC1,EC2,,,,,,,Excluded
R0369,ScienceDirect,2026-07-06,False,"SDN-based solutions for malware analysis and detection: State-of-the-art, open issues and research challenges",Cristian H.M. Souza and Túlio Pascoal and Emidio P. Neto and Galileu B. Sousa and Francisco S.L. Filho and Daniel M. Batista and Felipe S. {Dantas Silva},2025,Journal of Information Security and Applications,10.1016/j.jisa.2025.104145,https://www.sciencedirect.com/science/article/pii/S2214212625001826,article,Yes,Unique,Passed,,,Rejected,"Paper focuses on SDN-based malware detection in generic 5G and IoT environments without specific focus on IoMT/healthcare, and does not describe a hybrid unsupervised-supervised IDS architecture.",,EC1,,,,,,,Excluded
R0370,ScienceDirect,2026-07-06,False,An intelligent cloud-based framework for healthcare cybersecurity using sparsity-aware edge attention network and sculptor optimization algorithm,G. Kalaiarasi and R. Poorni and Pradeep K․V․ and Venkatraman K․,2026,Internet of Things,10.1016/j.iot.2026.102003,https://www.sciencedirect.com/science/article/pii/S2542660526001332,article,Yes,Unique,Passed,,,Rejected,The paper uses a purely supervised classification approach (SAEAN) without combining it with unsupervised anomaly detection in a hybrid architecture.,"IC1, IC2",EC3,,,,,,,Excluded
R0371,ScienceDirect,2026-07-06,False,ABO For anomaly detection and computer network optimization,Grace Mupoyi Ntuala and Qi Xia and Qiufang Li and Jiaqin Liu and Patrick Mukala and Ansu Badjie and Lan Ma and Hu Xia and Jianbin Gao,2026,Computer Networks,10.1016/j.comnet.2025.111911,https://www.sciencedirect.com/science/article/pii/S1389128625008771,article,Yes,Unique,Passed,,,Rejected,Paper focuses on blockchain network anomaly detection without addressing IoMT/healthcare domain (EC1) and lacks the required hybrid architecture combining unsupervised anomaly detection with supervised classification (EC3).,,EC1,,,,,,,Excluded
R0373,ScienceDirect,2026-07-06,False,Image-based malware detection based on convolution neural network with autoencoder in Industrial Internet of Things using Software Defined Networking Honeypot,Sanjeev Kumar and Anil Kumar,2024,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2024.108374,https://www.sciencedirect.com/science/article/pii/S0952197624005323,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on IIoT (Industrial Internet of Things) rather than IoMT/healthcare environments, triggering EC1.",,EC1,,,,,,,Excluded
R0374,ScienceDirect,2026-07-06,False,EdgeTrustX: A Privacy-Aware Federated Transformer Framework for Scalable and Explainable IoT Threat Detection,Saleh Alharbi,2026,"Computers, Materials and Continua",10.32604/cmc.2026.073584,https://www.sciencedirect.com/science/article/pii/S1546221826003024,article,Yes,Unique,Passed,,,Rejected,The paper proposes a purely supervised transformer-based classification system without any unsupervised anomaly detection component in a hybrid architecture.,IC2,EC3,,,,,,,Excluded
R0375,ScienceDirect,2026-07-06,False,A Secure Architecture for intelligent internet of vehicle systems using advanced dimensionality reduction with deep ensemble models,Amal K. Alkhalifa and Mashael M. Asiri and Reham Al-Dayil and Ahmed Alsayat and Mashail N. Alkhomsan and Mohammed A. AlAqil and Shouki A. Ebad and Mohammed Mujib Alshahrani,2025,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.112466,https://www.sciencedirect.com/science/article/pii/S0952197625024972,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on intelligent transportation systems and vehicle-to-vehicle/vehicle-to-infrastructure communication, not IoMT or healthcare IoT environments.",,EC1,,,,,,,Excluded
R0376,ScienceDirect,2026-07-06,False,Federated learning based Dynamic Multi-Scale Attention Network for secure drone and base station communication,Ameen Banjar and Abdulrahman A. Alshdadi,2025,Alexandria Engineering Journal,10.1016/j.aej.2025.09.067,https://www.sciencedirect.com/science/article/pii/S1110016825010300,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on drone communication networks (Dr2Dr, Dr2BS) rather than IoMT/healthcare environments, triggering EC1.",,EC1,,,,,,,Excluded
R0378,ScienceDirect,2026-07-06,False,Integrating convolutional stacked long short-term memory with bio-inspired algorithm for secure unmanned aerial vehicle communication in SDN environment,Iyad Katib and Mahmoud Ragab and Sanaa A. Sharaf and Emad Albassam and Wafi Bedewi and Abdulaziz A. Alsulami and Abdullah AL-Malaise AL-Ghamdi,2025,Results in Engineering,10.1016/j.rineng.2025.106838,https://www.sciencedirect.com/science/article/pii/S2590123025029020,article,Yes,Unique,Passed,,,Rejected,"The paper addresses UAV/drone communication in SDN environments, not IoMT/healthcare domain, triggering EC1.",,EC1,,,,,,,Excluded
R0379,ScienceDirect,2026-07-06,False,A simulation-based unified framework for real-time malicious traffic detection in multi-environment networks,Furqan Rustam and Anca {Delia Jurcut},2026,Computer Networks,10.1016/j.comnet.2026.112220,https://www.sciencedirect.com/science/article/pii/S138912862600232X,article,Yes,Unique,Passed,,,Rejected,"The paper addresses generic multi-environment networks including IoT and traditional IP networks but does not specifically focus on IoMT/healthcare domain (EC1), and uses a purely supervised approach with transfer learning rather than a hybrid unsupervised-supervised architecture (EC3).",IC2,EC1,,,,,,,Excluded
R0380,ScienceDirect,2026-07-06,False,Randomized CNN based deep learning technique for the cyber-attacks detection in SCADA industrial control systems,Sinil Mubarak and Mohamed Hadi Habaebi and Md Rafiqul Islam and Nubila Jaleel and Mohammed Tahir Siddique,2025,Measurement,10.1016/j.measurement.2025.117933,https://www.sciencedirect.com/science/article/pii/S0263224125012928,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on SCADA Industrial Control Systems (ICS) and Industrial IoT (IIoT), not IoMT/healthcare environments, failing IC1.",IC2,EC1,,,,,,,Excluded
R0381,ScienceDirect,2026-07-06,False,Explainable artificial intelligence in web phishing classification on secure IoT with cloud-based cyber-physical systems,Sultan Refa Alotaibi and Hend Khalid Alkahtani and Mohammed Aljebreen and Asma Alshuhail and Muhammad Kashif Saeed and Shouki A. Ebad and Wafa Sulaiman Almukadi and Moneerah Alotaibi,2025,Alexandria Engineering Journal,10.1016/j.aej.2024.09.115,https://www.sciencedirect.com/science/article/pii/S1110016824011487,article,Yes,Unique,Passed,,,Rejected,"The paper focuses on web phishing classification in IoT/CPS environments rather than intrusion detection in IoMT/healthcare networks, and does not combine unsupervised anomaly detection with supervised classification in a hybrid architecture.",,EC1,,,,,,,Excluded
